record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-11921,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.1,Mild persistent asthma,15,16,2.3,41.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11922,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,6,31,3.4,42.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11923,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J44.1,COPD with acute exacerbation,4,25,3.5,57.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11924,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J06.9,Acute upper respiratory infection,18,34,4.2,80.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11925,2025-10-08,2025-10-14,73101,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J22,Acute lower respiratory infection,7,27,3.8,62.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11926,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J18.9,"Pneumonia, unspecified",9,30,3.6,39.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11927,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.2,Moderate persistent asthma,12,28,2.3,38.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11928,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J44.1,COPD with acute exacerbation,13,27,4.3,58.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11929,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",20,39,2.2,37.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11930,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,6,36,3.3,55.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11931,2025-10-08,2025-10-14,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,5,26,4.1,21.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11932,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,7,25,3.5,34.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11933,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,13,22,2.5,38.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11934,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",14,12,3.8,38.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11935,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,R05,Cough,17,32,3.5,79.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11936,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,11,25,2.2,21.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11937,2025-10-08,2025-10-14,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.0,Mild intermittent asthma,10,35,3.6,44.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11938,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,R05,Cough,11,18,4.2,45.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11939,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J06.9,Acute upper respiratory infection,2,21,2.6,20.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11940,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,University of Kansas Health System,J45.2,Moderate persistent asthma,16,32,4.3,42.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11941,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,11,45,3.1,45.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11942,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.1,Mild persistent asthma,13,34,3.0,47.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11943,2025-10-08,2025-10-14,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,R05,Cough,15,18,3.6,65.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11944,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J22,Acute lower respiratory infection,10,30,3.6,68.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11945,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J45.1,Mild persistent asthma,18,30,0.9,40.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11946,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J45.2,Moderate persistent asthma,13,19,4.5,70.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11947,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J18.9,"Pneumonia, unspecified",4,25,2.6,47.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11948,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,R05,Cough,7,14,3.4,78.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11949,2025-10-08,2025-10-14,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J45.1,Mild persistent asthma,10,27,3.0,62.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11950,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J45.2,Moderate persistent asthma,15,37,2.8,32.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11951,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J22,Acute lower respiratory infection,8,33,3.1,39.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11952,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J45.1,Mild persistent asthma,18,33,3.1,43.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11953,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,11,26,2.7,38.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11954,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",12,17,3.0,30.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11955,2025-10-08,2025-10-14,67201,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,14,18,3.2,60.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11956,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,OU Health University Hospital,R05,Cough,9,42,4.0,66.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11957,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J45.0,Mild intermittent asthma,7,27,2.6,66.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11958,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J06.9,Acute upper respiratory infection,14,20,3.9,51.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11959,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J22,Acute lower respiratory infection,6,21,4.0,27.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11960,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J45.1,Mild persistent asthma,16,19,2.2,40.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11961,2025-10-08,2025-10-14,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J18.9,"Pneumonia, unspecified",14,23,2.6,47.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11962,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,11,34,3.1,56.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11963,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,15,29,4.1,63.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11964,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,10,30,3.5,40.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11965,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,10,19,3.2,48.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11966,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,14,32,5.0,36.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11967,2025-10-08,2025-10-14,66101,Kansas City,KS,Wyandotte,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,9,28,2.0,49.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11968,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,R05,Cough,18,33,4.7,54.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11969,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",13,33,2.7,31.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11970,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,4,29,2.8,61.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11971,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,13,21,2.1,32.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11972,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",12,33,3.6,39.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11973,2025-10-15,2025-10-21,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,16,30,2.8,44.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11974,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,10,27,4.2,26.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11975,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,8,20,2.6,50.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11976,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,11,25,3.9,53.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11977,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,R05,Cough,10,17,5.6,27.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11978,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.1,Mild persistent asthma,2,42,1.5,53.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11979,2025-10-15,2025-10-21,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,12,30,4.3,43.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11980,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,17,23,2.7,69.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11981,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,12,39,3.6,47.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11982,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",10,38,2.1,41.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11983,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,R05,Cough,10,26,3.6,43.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11984,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,6,24,2.5,15.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11985,2025-10-15,2025-10-21,73103,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,13,12,4.0,55.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11986,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,7,30,3.2,69.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11987,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,3,18,2.8,24.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11988,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J22,Acute lower respiratory infection,18,39,1.6,63.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11989,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.1,Mild persistent asthma,13,14,2.5,39.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11990,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,10,14,2.7,25.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11991,2025-10-15,2025-10-21,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",8,24,2.1,51.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11992,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J45.0,Mild intermittent asthma,4,31,2.0,39.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11993,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J06.9,Acute upper respiratory infection,14,33,2.8,74.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11994,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J44.1,COPD with acute exacerbation,12,57,2.2,33.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11995,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J06.9,Acute upper respiratory infection,16,29,2.7,46.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11996,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J22,Acute lower respiratory infection,15,40,5.2,22.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11997,2025-10-15,2025-10-21,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,14,33,4.7,58.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11998,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,14,26,1.3,24.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11999,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,12,29,3.6,39.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12000,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,16,26,2.7,54.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12001,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J22,Acute lower respiratory infection,10,27,3.9,56.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12002,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",13,33,2.9,59.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12003,2025-10-15,2025-10-21,67201,Wichita,KS,Sedgwick,Mercy Hospital OKC,R05,Cough,3,20,4.0,26.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12004,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.1,Mild persistent asthma,7,31,3.9,39.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12005,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J44.1,COPD with acute exacerbation,8,24,4.2,38.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12006,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Mercy Hospital OKC,J45.2,Moderate persistent asthma,11,32,3.3,51.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12007,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,6,20,3.4,71.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12008,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,11,18,3.0,34.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12009,2025-10-15,2025-10-21,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,7,28,2.1,26.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12010,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,15,30,3.5,24.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12011,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,8,26,4.4,82.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12012,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,13,28,3.5,53.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12013,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,9,32,2.6,52.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12014,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,7,20,2.4,32.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12015,2025-10-15,2025-10-21,66101,Kansas City,KS,Wyandotte,St. Francis Hospital Tulsa,J45.1,Mild persistent asthma,13,26,2.4,76.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12016,2025-10-22,2025-10-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,10,18,3.3,21.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12017,2025-10-22,2025-10-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,3,26,3.6,57.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-12018,2025-10-22,2025-10-28,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,R05,Cough,16,12,2.6,62.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
